method,dataset,seed,noise_rate,pretrain_fraction,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine
PU-C,cifar10,1,0.0,0.2,1600,400,250,1344,1594,0.999656637897715,0.8127,0.9829908422454249,0.7729,0.9218090802783474,88.32246680568291,58.32905790116638,0,241,0.0,0.0,0.6590481996536255
PU-F,cifar10,1,0.0,0.2,1600,400,250,1252,1502,0.9592728446004912,0.845,0.9963809404100444,0.8029624999999999,0.9392542230033546,177.66655888057565,61.35594487097114,0,241,0.0,0.0,0.5725640058517456
PU-G,cifar10,1,0.0,0.2,1600,400,250,1252,1502,0.9592728446004912,0.8527,0.9942881550953941,0.7972875,0.9360617082021819,148.9820129018541,61.09775746520609,0,241,0.0,0.0,0.626060426235199
GREATS,cifar10,1,0.0,0.2,1600,400,250,1350,1600,,0.8464,0.994394608258814,0.8581624999999999,0.9674682152796776,41.30280788610999,60.098772602155805,0,241,0.0,0.0,0.7176145911216736
MaxLoss,cifar10,1,0.0,0.4,1200,800,250,950,1200,1.0,0.7819,0.990258065544505,0.8258333333333334,0.9516025814866328,40.037877600788526,28.224339456297457,0,241,0.0,0.0,0.8197612166404724
PU-C,cifar10,1,0.0,0.4,1200,800,250,836,1086,0.9337664842605591,0.7404,0.9462368251429989,0.6443833333333333,0.8349057533935487,89.26776297586156,45.74862344842404,0,241,0.0,0.0,0.7126493453979492
PU-F,cifar10,1,0.0,0.4,1200,800,250,874,1124,0.9601115403347649,0.8195,0.9977176374556493,0.8014999999999999,0.938436167312036,166.84149626187437,47.919733884744346,0,241,0.0,0.0,0.627953052520752
PU-G,cifar10,1,0.0,0.4,1200,800,250,785,1035,0.8966876448248513,0.7655000000000001,0.9760948362792728,0.6681333333333334,0.8522735204620214,176.53343643821793,46.68421316239983,0,241,0.0,0.0,0.599610447883606
GREATS,cifar10,1,0.0,0.4,1200,800,250,930,1180,,0.7542,0.957541335755449,0.6989000000000002,0.8739464457314612,61.209737061946775,47.86227521114051,0,241,0.0,0.0,0.7448843121528625
MaxLoss,cifar10,1,0.0,0.6,800,1200,250,484,734,0.949087685032282,0.7689,0.9220549743253756,0.5747500000000001,0.7810078280724466,69.86278083924634,22.180951344780624,0,241,0.0,0.0,0.6650114059448242
PU-C,cifar10,1,0.0,0.6,800,1200,250,489,739,0.9540692864102311,0.7509,0.9402591347797582,0.590025,0.7931975660019052,90.1216289808374,33.896830974146724,0,241,0.0,0.0,0.6847540140151978
PU-F,cifar10,1,0.0,0.6,800,1200,250,494,744,0.9589802268892527,0.7986,0.9850464413056976,0.7099249999999999,0.8814743630070132,110.56724577708212,35.45925998222083,0,241,0.0,0.0,0.6581488251686096
PU-G,cifar10,1,0.0,0.6,800,1200,250,530,780,0.9909177064546384,0.7649,0.9921005137709461,0.723275,0.8904132124697608,146.14508318765684,35.792553315870464,0,241,0.0,0.0,0.5295096039772034
